Symbol,Name,Market Cap,P/E,EPS,Net Income,Beta,Dividend,Div Yield,Extended Hr Last Price,Extended Hr Change ,%Chg (Ext),Time,Last Price,Change,%Chg,Opinion,20D Rel Str,20D His Vol,20D Avg Vol,52W Low,52W High,Wtd Alpha,YTD %Chg,1M %Chg,3M %Chg,52W %Chg,Sector,ISIN,Volume
PEG,Public Service Enterprise Group Inc,33166004000,19,3.48,2563000000,0.58,2.31,3.47%,66.61,0.09,0.14%,4/5/2024,66.52,0.41,0.62%,100% Buy,65.06%,13.19%,3134410,53.71,67.51,8.86,8.78%,3.60%,7.76%,5.30%,Utilities,US69331C1080,14.377?M
PEP,Pepsico Inc,2.32E+11,22.26,7.62,9074000000,0.53,5.06,2.99%,169.11,-0.03,-0.02%,4/5/2024,169.14,-0.51,-0.30%,24% Buy,49.82%,16.16%,6283930,155.83,196.88,-7.16,-0.41%,4.38%,0.12%,-7.90%,Utilities,US7445731067,1.892?M
PFE,Pfizer Inc,1.51E+11,14.56,1.83,2119000000,0.61,1.65,6.19%,26.69,0.03,0.11%,4/5/2024,26.66,0.01,0.04%,80% Sell,41.32%,19.96%,38930148,25.61,42.1,-34.38,-7.40%,2.22%,-9.54%,-35.84%,Consumer Non-Durables,US7134481081,4.412?M
PFG,Principal Financial Group Inc,19933204000,12.9,6.56,623200000,1.25,2.65,3.14%,84.51,0,0.00%,4/5/2024,84.51,-0.09,-0.11%,100% Buy,59.41%,15.25%,1432760,65.17,86.79,15.82,7.42%,4.35%,4.57%,15.66%,Health Technology,US7170811035,39.881?M
PG,Procter & Gamble Company,3.67E+11,24.25,6.41,14653000000,0.44,3.763,2.41%,156.15,0.05,0.03%,4/5/2024,156.1,0.65,0.42%,56% Buy,41.67%,12.54%,6322620,141.45,163.14,3.95,6.52%,-2.02%,5.89%,3.20%,Finance,US74251V1026,882.362?K
PGR,Progressive Corp,1.24E+11,33.75,6.2,3902400000,0.35,1.15,0.55%,211,0,0.00%,4/5/2024,211,1.76,0.84%,100% Buy,75.47%,10.83%,2799795,111.41,212.24,68.08,32.47%,11.16%,29.68%,44.10%,Consumer Non-Durables,US7427181091,5.121?M
PH,Parker-Hannifin Corp,72766656000,23.04,24.12,2082940000,1.52,5.92,1.04%,566.67,0,0.00%,4/5/2024,566.67,11.02,1.98%,100% Buy,67.54%,16.70%,524080,308.26,570.15,80.75,23.00%,7.32%,24.94%,81.29%,Finance,US7433151039,3.036?M
PHM,Pultegroup,24548456000,9.87,11.53,2602370000,1.56,0.52,0.45%,116.35,0,0.00%,4/5/2024,116.35,2.51,2.20%,100% Buy,57.64%,29.65%,1744325,57.26,121.07,92.34,12.72%,5.34%,14.65%,98.45%,Producer Manufacturing,US7010941042,484.472?K
PKG,Packaging Corp of America,16844318000,21.59,8.69,765200000,0.78,5,2.66%,187.67,0,0.00%,4/5/2024,187.67,0.01,0.01%,100% Buy,62.36%,12.00%,595935,122.2,190.6,38.63,15.20%,1.73%,11.87%,33.68%,Consumer Durables,US7458671010,1.299?M
PLD,Prologis Inc,1.15E+11,22.23,3.29,3059210000,1,3.57,2.86%,124.74,0,0.00%,4/5/2024,124.74,0.05,0.04%,24% Buy,41.07%,20.16%,3185235,96.64,137.52,3.82,-6.42%,-5.81%,-4.46%,2.02%,Process Industries,US6951561090,388.436?K
PM,Philip Morris International Inc,1.39E+11,14.99,6.01,7813000000,0.61,5.17,5.78%,89.49,0.01,0.01%,4/5/2024,89.48,-0.62,-0.69%,72% Sell,41.74%,17.11%,6573560,87.23,101.92,-9.97,-4.89%,-1.20%,-6.11%,-9.38%,Finance,US74340W1036,5.1?M
PNC,PNC Bank,62603044000,11.13,14.1,5578000000,1.18,6.15,3.91%,157.37,0,0.00%,4/5/2024,157.37,0.49,0.31%,100% Buy,57.00%,22.99%,1774785,109.4,162.24,33.49,1.63%,1.45%,0.73%,29.60%,Consumer Non-Durables,US7181721090,5.12?M
PNR,Pentair Ltd,13873958000,22.08,3.75,622700000,1.2,0.89,1.06%,83.57,0,0.00%,4/5/2024,83.57,0.77,0.93%,100% Buy,61.23%,19.69%,1648905,51.38,85.81,58.7,14.94%,7.90%,21.66%,59.73%,Finance,US6934751057,1.874?M
PNW,Pinnacle West Capital Corp,8252949000,16.56,4.41,501560000,0.49,3.49,4.80%,72.76,0,0.00%,4/5/2024,72.76,-0.26,-0.36%,8% Buy,54.43%,16.69%,1087130,65.2,86.03,-7.02,1.28%,6.05%,-2.11%,-9.76%,Producer Manufacturing,IE00BLS09M33,909.607?K
PODD,Insulet Corp,11537790000,60.02,2.72,206300000,0.98,N/A,0.00%,165,0,0.00%,4/5/2024,165,1.75,1.07%,88% Sell,41.84%,30.92%,743765,125.82,335.91,-46.19,-23.96%,0.65%,-16.61%,-47.77%,Utilities,US7234841010,505.565?K
POOL,Pool Corp,15250078000,30.05,13.15,523230000,1,4.4,1.11%,396.25,0,0.00%,4/5/2024,396.25,1.07,0.27%,80% Buy,49.32%,26.73%,340840,307.77,422.73,19.92,-0.62%,-3.12%,4.90%,23.13%,Health Technology,US45784P1012,573.062?K
PPG,PPG Industries,32724590000,18.22,7.67,1270000000,1.28,2.57,1.85%,139.04,0,0.00%,4/5/2024,139.04,-0.73,-0.52%,Hold,44.71%,16.89%,1651725,120.32,152.89,0.03,-7.03%,0.18%,-4.73%,0.06%,Distribution Services,US73278L1052,247.629?K
PPL,PPL Corp,20077554000,17.05,1.6,740000000,0.81,0.977,3.59%,27.22,0,0.00%,4/5/2024,27.22,-0.06,-0.22%,100% Buy,54.89%,15.46%,4771170,22.2,29.03,-0.9,0.44%,1.72%,-1.91%,-4.09%,Process Industries,US6935061076,1.062?M
PRU,Prudential Financial Inc,41539888000,9.97,11.62,2488000000,1.37,5.05,4.36%,115.6,-0.11,-0.10%,4/5/2024,115.71,-0.18,-0.16%,100% Buy,62.18%,10.74%,1433175,77.22,118.69,38.99,11.57%,6.22%,10.93%,39.68%,Utilities,US69351T1060,4.565?M
PSA,Public Storage,49645004000,16.62,11.06,2148330000,0.54,12,4.25%,286.8536,4.2836,1.52%,4/5/2024,282.57,1.93,0.69%,48% Buy,49.45%,24.46%,698830,233.18,316.48,-1.32,-7.35%,1.09%,-5.37%,-8.04%,Finance,US7443201022,1.054?M
PSX,Phillips 66,73050952000,10.8,15.8,7015000000,1.37,4.2,2.46%,170.75,0,0.00%,4/5/2024,170.75,0.07,0.04%,100% Buy,73.90%,22.89%,3206300,89.74,174.08,75.58,28.25%,16.87%,26.26%,63.51%,Finance,US74460D1090,437.131?K
PTC,Ptc Inc,22150596000,64.42,2.84,245540000,1.17,N/A,0.00%,185.28,0,0.00%,4/5/2024,185.28,2.33,1.27%,88% Buy,51.91%,14.86%,644035,120.62,194.24,45.72,5.90%,3.40%,11.72%,46.88%,Energy Minerals,US7185461040,2.183?M
PWR,Quanta Services,38361136000,39.62,6.52,744690000,1.11,0.33,0.13%,264.07,0.87,0.33%,4/5/2024,263.2,4.91,1.90%,100% Buy,70.96%,18.06%,790800,153.74,265.82,66.54,21.96%,9.80%,32.21%,64.59%,Technology Services,US69370C1009,499.509?K
PXD,Pioneer Natural Resources Company,63727680000,12.98,20.79,4894000000,1.31,12.19,4.47%,272.9,0.12,0.04%,4/5/2024,272.78,2.94,1.09%,100% Buy,81.05%,10.60%,1658645,196.74,274.67,26.8,21.30%,14.98%,18.56%,29.65%,Industrial Services,US74762E1029,652.214?K
PYPL,Paypal Holdings,69823992000,17.16,3.76,4246000000,1.45,N/A,0.00%,64.91,-0.24,-0.37%,4/5/2024,65.15,0.61,0.95%,88% Buy,56.30%,26.87%,12712295,50.25,77.95,-7,6.09%,11.81%,8.37%,-11.49%,Energy Minerals,US7237871071,1.882?M
QCOM,Qualcomm Inc,1.91E+11,24.22,7.01,7232000000,1.41,3.2,1.87%,171.31,-0.22,-0.13%,4/5/2024,171.53,1.77,1.04%,100% Buy,58.90%,23.21%,7613365,101.47,177.59,55.21,18.60%,6.24%,25.45%,39.41%,Commercial Services,US70450Y1038,8.062?M
QRVO,Qorvo Inc,11111708000,28.11,4.02,103150000,1.56,N/A,0.00%,115.09,0,0.00%,4/5/2024,115.09,2.09,1.85%,96% Buy,53.23%,25.57%,1135095,80.62,121.65,25.08,2.20%,1.59%,11.61%,21.15%,Electronic Technology,US7475251036,5.863?M
RCL,Royal Caribbean Cruises Ltd,34913476000,20.19,6.69,1697000000,2.52,N/A,0.00%,136.04,0.02,0.01%,4/5/2024,136.02,0.98,0.73%,100% Buy,59.12%,26.33%,2649060,59.37,141.7,107.5,5.04%,7.87%,10.90%,119.42%,Electronic Technology,US74736K1016,758.909?K
REG,Regency Centers Corp,10864711000,14.24,2.04,364560000,1.16,2.64,4.49%,58.8,0,0.00%,4/5/2024,58.8,-0.3,-0.51%,88% Sell,41.20%,18.41%,1122905,54.72,68.47,-4.28,-12.24%,-5.07%,-9.54%,-2.42%,Consumer Services,LR0008862868,1.917?M
REGN,Regeneron Pharmaceuticals,1.03E+11,24.93,37.58,3953600000,0.11,N/A,0.00%,942.7,0,0.00%,4/5/2024,942.7,5.68,0.61%,56% Buy,45.04%,10.06%,426955,684.8,998.33,18.08,7.33%,-2.33%,3.23%,14.24%,Finance,US7588491032,905.963?K
RF,Regions Financial Corp,18515110000,9.04,2.22,2074000000,1.21,0.92,4.57%,20.15,0,0.00%,4/5/2024,20.15,0.09,0.45%,100% Buy,57.47%,24.28%,8084050,13.72,21.08,14.23,3.97%,3.39%,3.92%,10.17%,Health Technology,US75886F1075,363.545?K
RHI,Robert Half Inc,7916440000,19.49,3.87,411150000,1.26,1.97,2.62%,75.3,0,0.00%,4/5/2024,75.3,-0.11,-0.15%,40% Sell,38.19%,19.29%,1114185,64.65,88.39,-2.04,-14.35%,-4.06%,-9.17%,0.35%,Finance,US7591EP1005,3.49?M
RJF,Raymond James Financial,26816198000,15.15,8.41,1739000000,1.05,1.74,1.36%,128.29,0,0.00%,4/5/2024,128.29,0.88,0.69%,100% Buy,67.23%,15.09%,942505,82,131.19,41.67,15.06%,5.60%,14.50%,42.89%,Commercial Services,US7703231032,823.588?K
RL,Ralph Lauren Corp,10992074000,18,9.51,522700000,1.53,3,1.74%,171.95,0,0.00%,4/5/2024,171.95,0.81,0.47%,56% Buy,45.70%,27.93%,970880,103.17,192.03,51.3,19.24%,-4.64%,20.31%,51.05%,Finance,US7547301090,739.333?K
RMD,Resmed Inc,27764520000,27.21,6.8,897560000,0.67,1.88,1.00%,188.76,0,0.00%,4/5/2024,188.76,3.76,2.03%,80% Buy,51.91%,24.77%,1133275,132.24,243.52,-7.96,9.73%,6.27%,13.15%,-14.65%,Consumer Non-Durables,US7512121010,755.21?K
ROK,Rockwell Automation Inc,31998670000,23.62,11.7,1387400000,1.43,4.86,1.74%,279.24,0,0.00%,4/5/2024,279.24,2.91,1.05%,80% Sell,46.40%,23.78%,954065,252.11,348.52,-2.72,-10.06%,-2.93%,-8.46%,2.22%,Health Technology,US7611521078,749.091?K
ROL,Rollins Inc,21983352000,49.52,0.9,434960000,0.63,0.56,1.23%,45.37,0,0.00%,4/5/2024,45.37,0.8,1.79%,80% Buy,52.34%,15.72%,1782205,32.19,47.45,19.14,3.89%,2.46%,6.25%,17.66%,Electronic Technology,US7739031091,597.47?K
ROP,Roper Industries,58114020000,32.15,16.71,1384200000,0.99,2.865,0.53%,543.01,0,0.00%,4/5/2024,543.01,5.73,1.07%,56% Buy,46.89%,13.13%,469250,430.03,565,20.91,-0.40%,1.12%,3.81%,24.14%,Consumer Services,US7757111049,1.465?M
ROST,Ross Stores Inc,46979752000,25.13,5.56,1874520000,1.04,1.373,0.98%,139.53,0,0.00%,4/5/2024,139.53,-0.18,-0.13%,40% Buy,38.15%,13.35%,2116145,99,151.12,31.9,0.82%,-6.46%,3.74%,31.06%,Technology Services,US7766961061,338.801?K
RSG,Republic Services,59272712000,33.35,5.6,1731000000,0.68,2.1,1.11%,188.4,0,0.00%,4/5/2024,188.4,1.62,0.87%,96% Buy,61.19%,8.95%,1175135,133.81,192.57,40.02,14.24%,2.53%,15.22%,39.32%,Retail Trade,US7782961038,1.529?M
RTX,Rtx Corp,1.35E+11,19.67,5.05,3195000000,0.88,2.36,2.32%,101.68,-0.01,-0.01%,4/5/2024,101.69,2.38,2.40%,100% Buy,78.21%,14.60%,9889690,68.56,104.91,11.24,20.86%,12.91%,19.10%,2.97%,Industrial Services,US7607591002,735.631?K
RVTY,Revvity Inc,12634138000,21.87,4.65,693090000,1.09,0.28,0.27%,102.28,0,0.00%,4/5/2024,102.28,0.6,0.59%,40% Sell,43.76%,16.07%,741420,79.5,139.04,-21.53,-6.43%,-4.42%,-4.73%,-23.31%,Electronic Technology,US75513E1010,10.216?M
SBAC,SBA Communications,23070460000,16.34,4.61,501810000,0.56,3.53,1.65%,213.4,0,0.00%,4/5/2024,213.4,-0.39,-0.18%,64% Sell,45.82%,17.84%,930855,185.23,267.42,-15.79,-15.88%,-1.43%,-13.46%,-17.35%,Health Technology,US7140461093,643.817?K
SBUX,Starbucks Corp,98331560000,23.68,3.7,4124500000,0.97,2.2,2.53%,87,0.15,0.17%,4/5/2024,86.85,-0.77,-0.88%,100% Sell,34.32%,15.49%,7550070,86.83,115.48,-20.09,-9.54%,-4.79%,-6.60%,-17.21%,Finance,US78410G1040,630.451?K
SCHW,The Charles Schwab Corp,1.27E+11,22.8,3.13,5067000000,1.01,1,1.39%,71.85,-0.04,-0.06%,4/5/2024,71.89,0.54,0.76%,100% Buy,65.80%,17.75%,7553920,45.65,72.97,43.97,4.49%,5.57%,6.93%,47.10%,Consumer Services,US8552441094,7.161?M
SHW,Sherwin-Williams Company,84444208000,31.9,10.34,2388800000,1.15,2.53,0.76%,331.85,0,0.00%,4/5/2024,331.85,1.99,0.60%,80% Buy,51.12%,17.41%,1199285,220.22,348.37,47.24,6.40%,-0.43%,11.85%,48.93%,Finance,US8085131055,4.255?M
SJM,J.M. Smucker Company,12445951000,11.97,9.92,-91300000,0.21,4.2,3.58%,117.22,0,0.00%,4/5/2024,117.22,-1.57,-1.32%,72% Sell,38.29%,20.45%,1125305,107.33,159.92,-22.8,-7.25%,-3.12%,-8.49%,-25.48%,Process Industries,US8243481061,870.262?K
SLB,Schlumberger N.V.,78549544000,18.15,2.99,4203000000,1.6,0.75,1.36%,55.1,0.07,0.13%,4/5/2024,55.03,0.76,1.40%,24% Buy,63.94%,16.21%,9121700,42.73,62.12,6.7,5.75%,10.81%,6.11%,8.54%,Consumer Non-Durables,US8326964058,738.3?K
SMCI,Super Micro Computer,53025596000,75.43,12.7,640000000,1.28,N/A,0.00%,949,0.98,0.10%,4/5/2024,948.02,-9.97,-1.04%,80% Buy,51.86%,73.28%,7342160,93.19,1229,561.08,233.50%,-13.09%,224.52%,777.55%,Industrial Services,AN8068571086,10.016?M
SNA,Snap-On Inc,15468854000,15.64,18.75,1011100000,0.99,6.96,2.38%,292.76,0,0.00%,4/5/2024,292.76,-0.45,-0.15%,100% Buy,56.00%,12.18%,394990,226.68,298.49,20.19,1.36%,3.43%,4.21%,27.44%,Electronic Technology,US86800U1043,5.344?M
SNPS,Synopsys Inc,87756128000,62.39,9.09,1229890000,1.06,N/A,0.00%,578.98,3.53,0.61%,4/5/2024,575.45,8.34,1.47%,100% Buy,51.98%,28.71%,995020,360.36,629.38,48.55,11.76%,1.80%,18.70%,52.09%,Consumer Durables,US8330341012,210.254?K
SO,Southern Company,76525800000,19.24,3.64,3976000000,0.49,2.8,4.01%,69.91,0,0.00%,4/5/2024,69.91,-0.14,-0.20%,40% Buy,52.07%,14.11%,4149965,61.56,75.8,-1.58,-0.30%,2.84%,-2.37%,-2.22%,Technology Services,US8716071076,774.112?K
SPG,Simon Property Group,48933728000,11.83,6.98,2283130000,1.65,7.6,5.06%,149.9,-0.25,-0.17%,4/5/2024,150.15,2.2,1.49%,80% Buy,50.95%,21.12%,1459160,100.17,157.82,42.23,5.26%,0.19%,6.75%,36.56%,Utilities,US8425871071,5.303?M
SPGI,S&P Global Inc,1.38E+11,33.97,12.61,2626000000,1.15,3.61,0.84%,431.59,0,0.00%,4/5/2024,431.59,3.17,0.74%,48% Buy,53.85%,10.94%,1352340,329.46,461.16,21.95,-2.03%,2.20%,0.86%,25.24%,Health Services,US83444M1018,4.217?M
SRE,Sempra,44579220000,15.37,4.61,3075000000,0.71,2.405,3.41%,70.52,0,0.00%,4/5/2024,70.52,-0.32,-0.45%,72% Sell,48.14%,18.39%,3126230,63.75,79.51,-7.1,-5.63%,0.44%,-7.73%,-7.90%,Finance,US8288061091,917.963?K
STE,Steris Corp,21094812000,24.96,8.55,107030000,0.79,2.03,0.95%,213.48,0,0.00%,4/5/2024,213.48,0.08,0.04%,24% Sell,36.61%,20.71%,436205,180.54,254,8.32,-2.90%,-6.52%,-1.13%,11.04%,Commercial Services,US78409V1044,1.158?M
STLD,Steel Dynamics Inc,23260858000,9.85,14.9,2450880000,1.42,1.735,1.18%,147.27,0,0.00%,4/5/2024,147.27,0.56,0.38%,100% Buy,69.87%,19.65%,1096035,90.55,151.34,52.56,24.70%,14.61%,26.72%,42.68%,Utilities,US8168511090,2.796?M
STT,State Street Corp,22887356000,9.92,7.66,1944000000,1.52,2.7,3.56%,75.48,-0.32,-0.42%,4/5/2024,75.8,-0.15,-0.20%,88% Buy,55.32%,16.31%,2222565,62.78,81.37,0.09,-2.14%,3.40%,-3.08%,0.28%,Health Technology,IE00BFY8C754,434.668?K
STX,Seagate Technology Hldgs Plc,18853896000,0,-1.08,-529000000,1.04,2.8,3.11%,90.5702,0.5802,0.64%,4/5/2024,89.99,-0.77,-0.85%,96% Buy,50.58%,33.44%,3134235,54.32,101.26,45.22,5.41%,-8.76%,12.10%,38.74%,Non-Energy Minerals,US8581191009,638.541?K
STZ,Constellation Brands Inc,48562480000,22.44,11.78,-71000000,1.75,0.93,1.34%,265.24,-0.39,-0.15%,4/5/2024,265.63,1.32,0.50%,72% Buy,57.68%,16.03%,1181135,221.01,273.65,16.61,9.88%,7.05%,7.31%,19.96%,Finance,US8574771031,1.644?M
SWK,Stanley Black & Decker Inc,14674440000,65.48,1.45,-281700000,1.34,3.23,3.39%,95.2,-0.21,-0.22%,4/5/2024,95.41,0.47,0.50%,88% Buy,55.48%,28.70%,1359445,73.27,104.21,18.55,-2.74%,7.25%,-0.10%,28.12%,Electronic Technology,IE00BKVD2N49,2.598?M
SWKS,Skyworks Solutions,16900638000,15.01,6.98,982800000,1.37,2.66,2.52%,105.55,0.07,0.07%,4/5/2024,105.48,0.74,0.71%,88% Buy,50.14%,22.70%,2700500,85.06,115.69,-1.47,-6.17%,5.13%,2.14%,-6.22%,Consumer Non-Durables,US21036P1084,1.248?M
SYF,Synchrony Financial,16794520000,7.95,5.18,2238000000,1.61,0.98,2.37%,41.16,-0.12,-0.29%,4/5/2024,41.28,0.09,0.22%,88% Buy,51.37%,27.10%,4441520,26.59,43.83,42.08,8.09%,1.05%,6.34%,44.84%,Consumer Durables,US8545021011,589.477?K
SYK,Stryker Corp,1.34E+11,32.77,10.6,3165000000,0.89,3.1,0.88%,351.54,0.52,0.15%,4/5/2024,351.02,3.64,1.05%,80% Buy,53.37%,13.92%,1049710,249.98,361.41,26.19,17.22%,-0.39%,18.86%,21.87%,Electronic Technology,US83088M1027,1.395?M
SYY,Sysco Corp,38168624000,18.23,4.2,1770120000,1.15,2,2.61%,76.67,0,0.00%,4/5/2024,76.67,0.12,0.16%,56% Buy,37.35%,18.24%,2740080,62.24,82.89,5.72,4.84%,-3.66%,1.35%,-1.01%,Finance,US87165B1035,3.671?M
T,AT&T Inc,1.25E+11,7.29,2.41,14400000000,0.57,1.11,6.37%,17.43,0.01,0.06%,4/5/2024,17.42,-0.15,-0.85%,100% Buy,54.40%,13.07%,36375191,13.43,19.99,-3.67,3.81%,1.46%,-0.29%,-12.37%,Health Technology,US8636671013,686.625?K
TAP,Molson Coors Brewing Company,14527259000,12.41,5.43,948900000,0.84,1.67,2.48%,67.35,0,0.00%,4/5/2024,67.35,-0.03,-0.04%,88% Buy,60.50%,15.71%,1668395,51.9,70.9,19.34,10.03%,6.89%,9.49%,28.29%,Distribution Services,US8718291078,3.576?M
TDG,Transdigm Group Inc,68688968000,45.86,26.26,1298000000,1.42,N/A,0.00%,1235.28,0,0.00%,4/5/2024,1235.28,30.92,2.57%,100% Buy,61.73%,20.86%,185705,714.98,1246.22,68.63,22.11%,6.49%,26.23%,70.94%,Communications,US00206R1023,37.768?M
TDY,Teledyne Technologies Inc,19751244000,21.17,19.69,885700000,1.02,N/A,0.00%,416.86,0,0.00%,4/5/2024,416.86,0.01,0.00%,8% Buy,43.46%,11.23%,201480,364.98,448.19,-3.06,-6.59%,-1.50%,-4.27%,-3.89%,Consumer Non-Durables,US60871R2094,1.222?M
TECH,Bio-Techne Cp,10530291000,39.21,1.71,285260000,1.22,0.32,0.48%,66.99,0,0.00%,4/5/2024,66.99,-0.06,-0.09%,56% Sell,40.04%,22.09%,1095345,51.79,89.91,-20.67,-13.18%,-8.73%,-5.77%,-9.52%,Electronic Technology,US8936411003,152.933?K
TEL,Te Connectivity Ltd,44957216000,20.52,7.04,1910000000,1.39,2.36,1.63%,144.65,0,0.00%,4/5/2024,144.65,0.17,0.12%,88% Buy,55.60%,16.70%,1947550,115,147.96,16.43,2.95%,3.14%,9.29%,16.19%,Electronic Technology,US8793601050,218.624?K
TER,Teradyne Inc,16409519000,36.16,2.93,448750000,1.56,0.45,0.42%,107.27,0,0.00%,4/5/2024,107.27,1.32,1.25%,88% Buy,51.53%,32.59%,1837305,81.07,119.2,8.37,-1.15%,3.38%,4.38%,5.97%,Health Technology,US09073M1045,1.053?M
TFC,Truist Financial Corp,50834568000,10.28,3.69,-1091000000,1.08,2.08,5.46%,38.09,0,0.00%,4/5/2024,38.09,0.15,0.40%,100% Buy,57.18%,27.14%,8720440,25.56,39.29,21.79,3.17%,2.75%,1.30%,18.96%,Electronic Technology,CH0102993182,1.106?M
TFX,Teleflex Inc,10210084000,15.67,13.52,356330000,1.11,1.36,0.63%,216.77,0,0.00%,4/5/2024,216.77,4.88,2.30%,56% Sell,42.25%,25.60%,288930,177.63,276.43,-16.28,-13.06%,-2.92%,-9.48%,-17.32%,Electronic Technology,US8807701029,1.144?M
TGT,Target Corp,79304496000,19.29,8.93,4138000000,1.14,4.38,2.55%,171.4,-0.37,-0.22%,4/5/2024,171.77,-0.45,-0.26%,100% Buy,60.95%,17.79%,3423105,102.93,181.86,22.28,20.61%,1.89%,22.04%,3.95%,Finance,US89832Q1094,6.168?M
TJX,TJX Companies,1.10E+11,25.47,3.76,4474000000,0.86,1.33,1.37%,96.54,-0.27,-0.28%,4/5/2024,96.81,1.06,1.11%,64% Buy,47.23%,18.96%,5220615,75.65,102.84,23.09,3.20%,-0.60%,5.56%,24.05%,Health Technology,US8793691069,304.373?K
TMO,Thermo Fisher Scientific Inc,2.21E+11,26.49,21.54,5995000000,0.8,1.44,0.25%,579.46,0,0.00%,4/5/2024,579.46,8.85,1.55%,80% Buy,54.20%,14.12%,1293540,415.6,603.82,5.29,9.17%,-0.88%,9.08%,-0.07%,Retail Trade,US87612E1064,2.334?M
TMUS,T-Mobile US,1.91E+11,23.32,6.93,8317000000,0.49,1.3,0.81%,161.11,0,0.00%,4/5/2024,161.11,-0.5,-0.31%,40% Buy,46.61%,7.75%,4173115,124.92,168.64,11.3,0.49%,-2.89%,-1.38%,8.04%,Retail Trade,US8725401090,5.866?M
TPR,Tapestry Inc,9846682000,10.03,4.29,936000000,1.57,1.35,3.14%,42.87,-0.06,-0.14%,4/5/2024,42.93,-0.1,-0.23%,56% Buy,42.24%,31.69%,3685735,25.99,48.8,10.76,16.63%,-10.15%,15.00%,6.03%,Health Technology,US8835561023,1.181?M
TRGP,Targa Resources,25807384000,31.16,3.67,828200000,2.21,2,1.72%,115.97,0,0.00%,4/5/2024,115.97,1.61,1.41%,100% Buy,78.11%,14.87%,1472295,67.36,116.7,62.09,33.50%,13.12%,35.18%,54.05%,Communications,US8725901040,3.181?M
TRMB,Trimble Navigation,15097466000,27.95,2.2,311300000,1.5,N/A,0.00%,61.45,0,0.00%,4/5/2024,61.45,-0.04,-0.07%,80% Buy,52.69%,16.94%,1447150,39.57,65.55,30.91,15.51%,-0.55%,21.04%,25.00%,Retail Trade,US8760301072,3.912?M
TROW,T Rowe Price Group,26085836000,15.3,7.6,1788700000,1.4,4.9,4.20%,116.4,-0.24,-0.21%,4/5/2024,116.64,0.38,0.33%,88% Buy,52.98%,21.21%,1283005,87.43,132.76,7.42,8.31%,0.33%,9.86%,6.43%,Utilities,US87612G1013,1.177?M
TRV,The Travelers Companies Inc,52902904000,17.4,13.13,2991000000,0.58,3,1.30%,230.89,0,0.00%,4/5/2024,230.89,2.39,1.05%,100% Buy,68.84%,10.72%,1154695,157.33,232.75,45.12,21.21%,5.37%,19.59%,35.57%,Technology Services,US8962391004,2.794?M
TSCO,Tractor Supply Company,27251750000,25.03,10.09,1107230000,0.84,4.19,1.66%,252.49,0,0.00%,4/5/2024,252.49,-0.02,-0.01%,80% Buy,53.52%,18.93%,935170,185,268.02,13.77,17.42%,1.87%,15.34%,7.66%,Finance,US74144T1088,1.197?M
TSLA,Tesla Inc,5.25E+11,65.56,2.61,14999000000,2.39,N/A,0.00%,171.19,6.29,3.81%,4/5/2024,164.9,-6.21,-3.63%,100% Sell,38.91%,43.39%,95038578,152.37,299.29,-24.31,-33.64%,-8.76%,-30.57%,-11.11%,Finance,US89417E1091,857.048?K
TSN,Tyson Foods,21042348000,50.84,1.17,-648000000,0.77,1.94,3.29%,58.8,-0.25,-0.42%,4/5/2024,59.05,-0.43,-0.72%,100% Buy,64.38%,17.26%,3326840,44.94,63.28,6.5,9.86%,9.94%,7.52%,-1.52%,Retail Trade,US8923561067,1.229?M
TT,Trane Technologies Plc,69182032000,32.87,9.05,2023900000,1.05,3.09,1.01%,304.67,0,0.00%,4/5/2024,304.67,7.16,2.41%,100% Buy,66.73%,17.62%,859215,162.04,306.13,82.07,24.92%,7.26%,26.65%,78.70%,Consumer Durables,US88160R1014,143.154?M
TTWO,Take-Two Interactive,25765304000,96.51,1.55,-1124700000,0.74,N/A,0.00%,150.61,-0.43,-0.28%,4/5/2024,151.04,1.45,0.97%,8% Sell,51.12%,22.55%,1846380,117.35,171.59,17.4,-6.16%,4.93%,-4.53%,24.85%,Consumer Non-Durables,US9024941034,1.901?M
TXN,Texas Instruments,1.52E+11,24.04,7.01,6510000000,1.04,5.08,3.03%,167.6,0.1,0.06%,4/5/2024,167.5,-1.03,-0.61%,72% Buy,48.12%,21.13%,5402495,139.48,188.12,-3.67,-1.74%,-1.84%,1.45%,-5.47%,Producer Manufacturing,IE00BK9ZQ967,811.443?K
TXT,Textron Inc,18594204000,17.05,5.6,921000000,1.3,0.08,0.08%,97.18,0.53,0.55%,4/5/2024,96.65,1.15,1.20%,100% Buy,71.61%,11.20%,1138595,61.27,96.8,47.62,20.18%,8.18%,22.96%,42.36%,Technology Services,US8740541094,1.357?M
TYL,Tyler Technologies,17619820000,71.14,5.83,165920000,0.81,N/A,0.00%,415.18,0,0.00%,4/5/2024,415.18,0.41,0.10%,8% Buy,44.11%,15.09%,219750,342.59,454.74,11.29,-0.70%,-0.48%,3.58%,19.40%,Electronic Technology,US8825081040,5.012?M
UAL,United Airlines Holdings Inc,14167442000,4.3,10.05,2618000000,1.55,N/A,0.00%,42.75,-0.44,-1.02%,4/5/2024,43.19,-0.03,-0.07%,16% Buy,46.62%,35.34%,8222530,33.68,58.23,0.24,4.68%,-1.26%,3.42%,2.76%,Electronic Technology,US8832031012,926.801?K
